filename,width,height,class,xmin,ymin,xmax,ymax
person_249_jpg.rf.7f81add5449f0f3b5c0db854b731976b.jpg,640,480,non-person,305,27,391,106
crop001537_jpg.rf.7f098e2978a1d40fa58559ea9750e43f.jpg,694,546,person,432,225,469,354
crop001537_jpg.rf.7f098e2978a1d40fa58559ea9750e43f.jpg,694,546,non-person,115,63,179,132
crop001537_jpg.rf.7f098e2978a1d40fa58559ea9750e43f.jpg,694,546,non-person,154,203,222,341
crop001829_jpg.rf.7c28e68e3ad84128976a469bd2c1dfed.jpg,546,390,person,301,160,340,278
crop001544_jpg.rf.7f6ce98f239176766cf15b46cddac105.jpg,773,960,person,384,261,534,775
crop001544_jpg.rf.7f6ce98f239176766cf15b46cddac105.jpg,773,960,person,228,220,380,792
crop001544_jpg.rf.7f6ce98f239176766cf15b46cddac105.jpg,773,960,non-person,6,265,215,406
crop001544_jpg.rf.7f6ce98f239176766cf15b46cddac105.jpg,773,960,non-person,610,462,749,774
person_105_jpg.rf.815a698cecdb91ae9ac7f919b39cfdcc.jpg,480,640,person,215,124,355,502
person_105_jpg.rf.815a698cecdb91ae9ac7f919b39cfdcc.jpg,480,640,person,112,123,234,490
person_105_jpg.rf.815a698cecdb91ae9ac7f919b39cfdcc.jpg,480,640,non-person,364,139,420,196
person_105_jpg.rf.815a698cecdb91ae9ac7f919b39cfdcc.jpg,480,640,non-person,373,206,480,519
person_and_bike_078_jpg.rf.8266298dbc2ec2a7c47b56938378e3c7.jpg,640,480,person,266,57,399,343
person_225_jpg.rf.7fd7860a52973132c13c45635a55aaff.jpg,640,480,person,210,60,326,431
person_225_jpg.rf.7fd7860a52973132c13c45635a55aaff.jpg,640,480,person,402,58,521,440
person_225_jpg.rf.7fd7860a52973132c13c45635a55aaff.jpg,640,480,person,58,16,179,354
person_160_jpg.rf.82fed16def0399088161e47764bab1d4.jpg,640,480,person,217,136,336,412
person_160_jpg.rf.82fed16def0399088161e47764bab1d4.jpg,640,480,person,56,122,185,433
person_160_jpg.rf.82fed16def0399088161e47764bab1d4.jpg,640,480,person,344,124,453,413
person_and_bike_043_jpg.rf.796d9068c21ec50a515e2d0df4d81c96.jpg,640,480,person,310,38,411,387
person_and_bike_043_jpg.rf.796d9068c21ec50a515e2d0df4d81c96.jpg,640,480,non-person,257,212,382,455
crop001570_jpg.rf.815e11d5e3f805aaf17e1a7f68b54168.jpg,545,615,person,260,171,367,436
crop001570_jpg.rf.815e11d5e3f805aaf17e1a7f68b54168.jpg,545,615,person,124,183,192,351
crop001570_jpg.rf.815e11d5e3f805aaf17e1a7f68b54168.jpg,545,615,non-person,171,428,236,478
crop001570_jpg.rf.815e11d5e3f805aaf17e1a7f68b54168.jpg,545,615,non-person,374,265,545,427
person_065_jpg.rf.80199c03bad3052ac3bb98066b290b60.jpg,640,480,person,260,124,351,455
person_065_jpg.rf.80199c03bad3052ac3bb98066b290b60.jpg,640,480,non-person,48,118,186,385
crop001121_jpg.rf.78bf554428b816f61ff837984e87f4ce.jpg,584,496,person,193,210,239,352
crop001121_jpg.rf.78bf554428b816f61ff837984e87f4ce.jpg,584,496,person,244,163,321,361
crop001121_jpg.rf.78bf554428b816f61ff837984e87f4ce.jpg,584,496,person,342,159,418,356
crop001121_jpg.rf.78bf554428b816f61ff837984e87f4ce.jpg,584,496,non-person,430,17,466,182
crop001121_jpg.rf.78bf554428b816f61ff837984e87f4ce.jpg,584,496,non-person,95,78,166,226
crop001121_jpg.rf.78bf554428b816f61ff837984e87f4ce.jpg,584,496,non-person,203,27,350,156
crop001566_jpg.rf.81fe768edd3eb6d2a1d14a349198f518.jpg,398,568,person,104,130,225,433
crop001566_jpg.rf.81fe768edd3eb6d2a1d14a349198f518.jpg,398,568,person,232,291,301,437
crop001566_jpg.rf.81fe768edd3eb6d2a1d14a349198f518.jpg,398,568,non-person,1,182,91,437
crop001566_jpg.rf.81fe768edd3eb6d2a1d14a349198f518.jpg,398,568,non-person,275,93,375,285
crop001126_jpg.rf.8010057eea526a702c1b159e7575e2aa.jpg,684,632,person,200,180,307,456
crop001126_jpg.rf.8010057eea526a702c1b159e7575e2aa.jpg,684,632,person,310,216,375,448
crop001126_jpg.rf.8010057eea526a702c1b159e7575e2aa.jpg,684,632,person,363,210,438,438
crop001126_jpg.rf.8010057eea526a702c1b159e7575e2aa.jpg,684,632,person,427,209,490,441
crop001126_jpg.rf.8010057eea526a702c1b159e7575e2aa.jpg,684,632,person,477,206,548,436
crop001126_jpg.rf.8010057eea526a702c1b159e7575e2aa.jpg,684,632,person,552,212,632,436
crop001126_jpg.rf.8010057eea526a702c1b159e7575e2aa.jpg,684,632,non-person,134,5,295,171
crop001126_jpg.rf.8010057eea526a702c1b159e7575e2aa.jpg,684,632,non-person,487,28,651,174
crop001126_jpg.rf.8010057eea526a702c1b159e7575e2aa.jpg,684,632,non-person,196,475,421,632
crop001126_jpg.rf.8010057eea526a702c1b159e7575e2aa.jpg,684,632,non-person,15,66,92,197
crop001126_jpg.rf.8010057eea526a702c1b159e7575e2aa.jpg,684,632,non-person,312,8,481,188
crop001126_jpg.rf.8010057eea526a702c1b159e7575e2aa.jpg,684,632,non-person,482,449,662,615
crop001141_jpg.rf.7a8f09266174385dd35af6ad363dc523.jpg,772,976,person,420,209,543,747
crop001141_jpg.rf.7a8f09266174385dd35af6ad363dc523.jpg,772,976,person,188,222,348,737
crop001141_jpg.rf.7a8f09266174385dd35af6ad363dc523.jpg,772,976,person,128,239,183,414
crop001141_jpg.rf.7a8f09266174385dd35af6ad363dc523.jpg,772,976,person,590,194,711,576
crop001141_jpg.rf.7a8f09266174385dd35af6ad363dc523.jpg,772,976,non-person,45,662,315,976
crop001141_jpg.rf.7a8f09266174385dd35af6ad363dc523.jpg,772,976,non-person,195,30,477,188
person_007_jpg.rf.7db258eccb18e86f3b2ea7f87cd405ac.jpg,480,640,person,138,106,243,479
person_007_jpg.rf.7db258eccb18e86f3b2ea7f87cd405ac.jpg,480,640,non-person,333,90,463,486
crop001568_jpg.rf.83f649f21dc8853fe95d8ee85a572401.jpg,537,886,person,162,195,324,706
crop001568_jpg.rf.83f649f21dc8853fe95d8ee85a572401.jpg,537,886,non-person,360,83,537,631
crop001697_jpg.rf.7a3fc0b9b4e1770c22c10c1a8b263ef3.jpg,698,956,person,66,197,264,758
crop001618_jpg.rf.85123f44e0d4d2f9ef5002406225f6da.jpg,1143,960,person,259,260,372,707
crop001618_jpg.rf.85123f44e0d4d2f9ef5002406225f6da.jpg,1143,960,non-person,534,403,764,753
person_and_bike_103_jpg.rf.850fb982a06b6e4cc05a5c14be48f6a6.jpg,640,480,person,274,30,443,370
person_and_bike_103_jpg.rf.850fb982a06b6e4cc05a5c14be48f6a6.jpg,640,480,non-person,605,107,631,170
person_and_bike_031_jpg.rf.84936ef6702ff5571c303cead2913cd2.jpg,640,480,person,303,164,389,328
crop001669_jpg.rf.844566248d90c9cf6b3a93a20715bc65.jpg,780,507,person,346,98,380,172
crop001669_jpg.rf.844566248d90c9cf6b3a93a20715bc65.jpg,780,507,person,577,242,618,331
crop001681_jpg.rf.832cbee49d860b1406213f861c836e63.jpg,458,782,person,174,221,286,608
crop001520_jpg.rf.8529610272102df28258a485820bb66b.jpg,1207,960,person,485,221,652,764
crop001520_jpg.rf.8529610272102df28258a485820bb66b.jpg,1207,960,person,291,250,424,728
crop001520_jpg.rf.8529610272102df28258a485820bb66b.jpg,1207,960,non-person,704,228,1114,539
crop001520_jpg.rf.8529610272102df28258a485820bb66b.jpg,1207,960,non-person,86,445,287,738
crop001206_jpg.rf.881b05e842bfaf112bf93fc3be522205.jpg,442,683,person,167,153,275,549
crop001206_jpg.rf.881b05e842bfaf112bf93fc3be522205.jpg,442,683,non-person,33,13,107,199
person_and_bike_056_jpg.rf.8911a3784d4629e38699f433e41df6b9.jpg,640,480,person,290,36,432,389
person_and_bike_056_jpg.rf.8911a3784d4629e38699f433e41df6b9.jpg,640,480,non-person,1,49,139,329
person_014_jpg.rf.8cb84e2236d499f407cf7f175ee6a3aa.jpg,480,640,person,158,114,323,568
person_014_jpg.rf.8cb84e2236d499f407cf7f175ee6a3aa.jpg,480,640,person,35,108,74,220
person_014_jpg.rf.8cb84e2236d499f407cf7f175ee6a3aa.jpg,480,640,non-person,356,154,477,504
person_014_jpg.rf.8cb84e2236d499f407cf7f175ee6a3aa.jpg,480,640,non-person,337,10,463,140
crop001679_jpg.rf.85c4456054c77edd5d9e0b0876f83ef5.jpg,1131,960,person,817,310,981,799
crop001679_jpg.rf.85c4456054c77edd5d9e0b0876f83ef5.jpg,1131,960,person,558,294,695,686
crop001679_jpg.rf.85c4456054c77edd5d9e0b0876f83ef5.jpg,1131,960,person,233,270,361,638
crop001679_jpg.rf.85c4456054c77edd5d9e0b0876f83ef5.jpg,1131,960,person,167,275,245,517
crop001679_jpg.rf.85c4456054c77edd5d9e0b0876f83ef5.jpg,1131,960,person,472,313,593,640
person_203_jpg.rf.8c62d850ba0ed86bfc484abb4d735094.jpg,640,480,person,188,197,222,310
person_203_jpg.rf.8c62d850ba0ed86bfc484abb4d735094.jpg,640,480,person,467,202,508,311
person_203_jpg.rf.8c62d850ba0ed86bfc484abb4d735094.jpg,640,480,person,349,205,386,309
person_203_jpg.rf.8c62d850ba0ed86bfc484abb4d735094.jpg,640,480,person,232,199,260,306
crop001637_jpg.rf.8cb61304e4e6f8f56da02faccfddb130.jpg,1063,828,person,349,313,433,556
crop001637_jpg.rf.8cb61304e4e6f8f56da02faccfddb130.jpg,1063,828,person,438,281,492,452
crop001637_jpg.rf.8cb61304e4e6f8f56da02faccfddb130.jpg,1063,828,person,531,277,642,637
crop001637_jpg.rf.8cb61304e4e6f8f56da02faccfddb130.jpg,1063,828,non-person,21,138,193,828
crop001637_jpg.rf.8cb61304e4e6f8f56da02faccfddb130.jpg,1063,828,non-person,674,470,1063,828
crop001637_jpg.rf.8cb61304e4e6f8f56da02faccfddb130.jpg,1063,828,non-person,584,170,713,299
person_327_jpg.rf.84c07061dd231283d1875cdb5322fca3.jpg,640,480,person,217,108,280,329
crop001213_jpg.rf.88bf3739e2950114af2d00f75d18d98f.jpg,601,976,person,154,236,432,837
crop001213_jpg.rf.88bf3739e2950114af2d00f75d18d98f.jpg,601,976,non-person,164,20,450,214
person_and_bike_050_jpg.rf.8c76647dc86e364d5253dacdee1ede89.jpg,640,480,person,252,33,445,468
person_and_bike_050_jpg.rf.8c76647dc86e364d5253dacdee1ede89.jpg,640,480,non-person,410,151,519,282
person_290_jpg.rf.8a5f3967ce79a7ba6008611b215e7411.jpg,640,480,person,292,151,426,437
person_290_jpg.rf.8a5f3967ce79a7ba6008611b215e7411.jpg,640,480,non-person,144,114,223,266
person_358_jpg.rf.88c40beaa2712ebf34fddfe0332af95d.jpg,480,640,person,244,219,309,356
person_076_jpg.rf.859ef8f1b3602c1d495fc2e858477aad.jpg,640,480,person,263,132,385,436
person_076_jpg.rf.859ef8f1b3602c1d495fc2e858477aad.jpg,640,480,non-person,440,88,546,347
crop001654_jpg.rf.8ae291f4ba822fbfab6209239a4ac02b.jpg,1074,910,person,303,221,460,695
crop001654_jpg.rf.8ae291f4ba822fbfab6209239a4ac02b.jpg,1074,910,non-person,785,707,1016,894
crop001654_jpg.rf.8ae291f4ba822fbfab6209239a4ac02b.jpg,1074,910,non-person,578,0,806,665
crop001667_jpg.rf.8aa24f82c0b1a972d474c5fa009c97b0.jpg,665,960,person,168,189,409,747
crop001514_jpg.rf.86a90c7bd06ea49499479eb3c0932602.jpg,953,828,person,366,245,466,628
crop001514_jpg.rf.86a90c7bd06ea49499479eb3c0932602.jpg,953,828,person,290,233,380,478
crop001514_jpg.rf.86a90c7bd06ea49499479eb3c0932602.jpg,953,828,person,532,257,662,644
crop001514_jpg.rf.86a90c7bd06ea49499479eb3c0932602.jpg,953,828,non-person,780,264,879,447
crop001514_jpg.rf.86a90c7bd06ea49499479eb3c0932602.jpg,953,828,non-person,2,143,206,544
crop001514_jpg.rf.86a90c7bd06ea49499479eb3c0932602.jpg,953,828,non-person,176,26,284,318
person_and_bike_161_jpg.rf.85446d09979f6ed749d839f47ff32e10.jpg,640,480,person,232,48,382,417
person_and_bike_161_jpg.rf.85446d09979f6ed749d839f47ff32e10.jpg,640,480,non-person,427,1,630,170
crop001097_jpg.rf.8c3dad666b53ea1ee324277b08c7a63a.jpg,723,496,person,314,147,387,374
crop001097_jpg.rf.8c3dad666b53ea1ee324277b08c7a63a.jpg,723,496,person,222,143,291,363
crop001097_jpg.rf.8c3dad666b53ea1ee324277b08c7a63a.jpg,723,496,person,472,166,528,355
crop001097_jpg.rf.8c3dad666b53ea1ee324277b08c7a63a.jpg,723,496,non-person,275,398,418,496
crop001097_jpg.rf.8c3dad666b53ea1ee324277b08c7a63a.jpg,723,496,non-person,581,10,690,142
crop001097_jpg.rf.8c3dad666b53ea1ee324277b08c7a63a.jpg,723,496,non-person,96,14,252,119
crop_000018_jpg.rf.8d4499b2fe5770f9e7e68e6b5f160f15.jpg,960,659,person,253,63,459,601
crop_000018_jpg.rf.8d4499b2fe5770f9e7e68e6b5f160f15.jpg,960,659,non-person,602,241,765,659
person_and_bike_189_jpg.rf.8e3fa32a5eb0200c912b362035db3de8.jpg,640,480,person,223,89,384,469
person_and_bike_189_jpg.rf.8e3fa32a5eb0200c912b362035db3de8.jpg,640,480,non-person,77,199,140,294
person_and_bike_097_jpg.rf.8d392a59d3de866107283d07ef0380b1.jpg,640,480,person,284,18,458,474
person_and_bike_097_jpg.rf.8d392a59d3de866107283d07ef0380b1.jpg,640,480,non-person,22,157,195,393
crop_000606_jpg.rf.8ef7a2399f74f9e6b3e30b81d5860065.jpg,583,428,person,163,126,242,378
crop_000606_jpg.rf.8ef7a2399f74f9e6b3e30b81d5860065.jpg,583,428,person,226,112,312,355
crop001211_jpg.rf.8f136bdbd21747910c7b27fa284d260e.jpg,729,976,person,224,214,474,809
crop001211_jpg.rf.8f136bdbd21747910c7b27fa284d260e.jpg,729,976,non-person,21,102,179,616
person_176_jpg.rf.8bbf9496b58a41a61adf9b876c8eb82e.jpg,640,480,person,355,102,476,423
person_176_jpg.rf.8bbf9496b58a41a61adf9b876c8eb82e.jpg,640,480,person,242,111,345,420
person_176_jpg.rf.8bbf9496b58a41a61adf9b876c8eb82e.jpg,640,480,person,159,145,207,264
person_176_jpg.rf.8bbf9496b58a41a61adf9b876c8eb82e.jpg,640,480,person,68,138,113,260
person_176_jpg.rf.8bbf9496b58a41a61adf9b876c8eb82e.jpg,640,480,person,18,139,59,258
crop001550_jpg.rf.8f8dca42a7304eac455166d39c7fdfd1.jpg,955,886,person,413,253,506,684
crop001550_jpg.rf.8f8dca42a7304eac455166d39c7fdfd1.jpg,955,886,person,527,176,727,596
crop001550_jpg.rf.8f8dca42a7304eac455166d39c7fdfd1.jpg,955,886,non-person,75,366,306,874
crop001550_jpg.rf.8f8dca42a7304eac455166d39c7fdfd1.jpg,955,886,non-person,847,455,955,740
person_028_jpg.rf.91b33dd46a9e42757666c8bf99af63a8.jpg,480,640,person,143,67,321,634
person_028_jpg.rf.91b33dd46a9e42757666c8bf99af63a8.jpg,480,640,non-person,369,230,478,556
person_and_bike_112_jpg.rf.8f3d6ed42769cbe13e69d461436309c7.jpg,640,480,person,189,0,380,369
person_and_bike_112_jpg.rf.8f3d6ed42769cbe13e69d461436309c7.jpg,640,480,non-person,108,95,192,212
crop001230_jpg.rf.91ec6762be76496fec67b63ce1e1654e.jpg,637,823,person,209,190,361,629
crop001230_jpg.rf.91ec6762be76496fec67b63ce1e1654e.jpg,637,823,non-person,347,106,437,187
crop001230_jpg.rf.91ec6762be76496fec67b63ce1e1654e.jpg,637,823,non-person,540,155,637,434
crop001836_jpg.rf.930f16da6f861175b21cf679d0250d12.jpg,905,760,person,462,156,574,646
crop001836_jpg.rf.930f16da6f861175b21cf679d0250d12.jpg,905,760,person,558,149,662,668
crop001836_jpg.rf.930f16da6f861175b21cf679d0250d12.jpg,905,760,person,258,125,365,643
crop001836_jpg.rf.930f16da6f861175b21cf679d0250d12.jpg,905,760,person,364,123,494,651
crop_000011_jpg.rf.90055053ff31887e755ed68773d1c05e.jpg,586,720,person,145,100,375,597
crop001700_jpg.rf.8e25dca1b2b03666213358b2ba81dd45.jpg,649,849,person,157,273,249,632
crop001700_jpg.rf.8e25dca1b2b03666213358b2ba81dd45.jpg,649,849,person,243,243,378,616
person_032_jpg.rf.96a672f9da1babaac3d3493572d1d2d1.jpg,480,640,person,151,53,331,630
person_032_jpg.rf.96a672f9da1babaac3d3493572d1d2d1.jpg,480,640,non-person,363,200,480,608
crop001058_jpg.rf.906548218ca2020bd8a6cfa63be7d0f3.jpg,823,976,person,283,248,517,904
crop001058_jpg.rf.906548218ca2020bd8a6cfa63be7d0f3.jpg,823,976,non-person,549,74,753,535
crop001595_jpg.rf.932056ecf7e6664444d1d115ef471b97.jpg,511,439,person,121,144,156,239
crop001595_jpg.rf.932056ecf7e6664444d1d115ef471b97.jpg,511,439,non-person,353,1,425,140
person_and_bike_040_jpg.rf.977a7f1663dea06e389458b983e6bf82.jpg,640,480,person,412,140,451,268
person_and_bike_040_jpg.rf.977a7f1663dea06e389458b983e6bf82.jpg,640,480,person,539,148,575,282
person_and_bike_040_jpg.rf.977a7f1663dea06e389458b983e6bf82.jpg,640,480,person,481,164,513,280
person_and_bike_069_jpg.rf.9098f257fc96f202e17e6daa85da60af.jpg,640,480,person,288,37,403,452
person_and_bike_069_jpg.rf.9098f257fc96f202e17e6daa85da60af.jpg,640,480,non-person,2,282,221,480
crop001256_jpg.rf.956e71f6a4d4636af65f4e638441021b.jpg,508,627,person,206,148,332,476
crop001256_jpg.rf.956e71f6a4d4636af65f4e638441021b.jpg,508,627,non-person,10,0,191,161
person_and_bike_130_jpg.rf.9106c4cff6e3e6597e25e427a631c2ef.jpg,640,480,person,279,182,333,322
person_and_bike_130_jpg.rf.9106c4cff6e3e6597e25e427a631c2ef.jpg,640,480,person,346,183,404,331
crop001509_jpg.rf.952357027e9f9bba776cde761e9fd7ea.jpg,843,960,person,389,277,534,752
crop001509_jpg.rf.952357027e9f9bba776cde761e9fd7ea.jpg,843,960,non-person,94,55,375,244
person_162_jpg.rf.95920cd089c3998af892d9959ba590cb.jpg,640,480,person,308,152,416,423
person_162_jpg.rf.95920cd089c3998af892d9959ba590cb.jpg,640,480,person,202,154,297,421
person_098_jpg.rf.93f82e6490bac56710b80db25e68b05b.jpg,480,640,person,286,97,450,535
person_098_jpg.rf.93f82e6490bac56710b80db25e68b05b.jpg,480,640,person,40,126,152,505
person_098_jpg.rf.93f82e6490bac56710b80db25e68b05b.jpg,480,640,person,126,144,238,510
person_098_jpg.rf.93f82e6490bac56710b80db25e68b05b.jpg,480,640,non-person,164,2,266,127
person_286_jpg.rf.927ded09f668eb027762721f5cc1dc08.jpg,640,480,person,367,129,421,267
person_286_jpg.rf.927ded09f668eb027762721f5cc1dc08.jpg,640,480,person,194,112,312,407
person_092_jpg.rf.92cf7ace7084dcf67cb7ee3a5c6acfe2.jpg,480,640,person,191,122,326,533
person_092_jpg.rf.92cf7ace7084dcf67cb7ee3a5c6acfe2.jpg,480,640,non-person,367,134,473,497
crop001054_jpg.rf.968d19458b120664f35ac40ddca5e8e6.jpg,626,674,person,278,196,400,465
crop001054_jpg.rf.968d19458b120664f35ac40ddca5e8e6.jpg,626,674,person,216,222,254,325
crop001054_jpg.rf.968d19458b120664f35ac40ddca5e8e6.jpg,626,674,non-person,70,209,107,249
crop001054_jpg.rf.968d19458b120664f35ac40ddca5e8e6.jpg,626,674,non-person,374,107,450,189
crop001054_jpg.rf.968d19458b120664f35ac40ddca5e8e6.jpg,626,674,non-person,413,0,551,233
crop001038_jpg.rf.98f45a4e35f3950f0b8e2b46f736ad43.jpg,1157,910,person,678,331,800,675
crop001038_jpg.rf.98f45a4e35f3950f0b8e2b46f736ad43.jpg,1157,910,person,367,414,538,640
crop001038_jpg.rf.98f45a4e35f3950f0b8e2b46f736ad43.jpg,1157,910,person,266,356,382,639
crop001038_jpg.rf.98f45a4e35f3950f0b8e2b46f736ad43.jpg,1157,910,person,160,343,266,650
crop001038_jpg.rf.98f45a4e35f3950f0b8e2b46f736ad43.jpg,1157,910,non-person,653,27,883,245
crop001038_jpg.rf.98f45a4e35f3950f0b8e2b46f736ad43.jpg,1157,910,non-person,355,660,612,887
crop001038_jpg.rf.98f45a4e35f3950f0b8e2b46f736ad43.jpg,1157,910,non-person,527,234,679,496
crop001038_jpg.rf.98f45a4e35f3950f0b8e2b46f736ad43.jpg,1157,910,non-person,276,50,442,373
crop001004_jpg.rf.9858078fe95f1ef7cade5f962dc2ef71.jpg,835,976,person,327,134,509,716
crop001004_jpg.rf.9858078fe95f1ef7cade5f962dc2ef71.jpg,835,976,person,466,184,580,738
crop001004_jpg.rf.9858078fe95f1ef7cade5f962dc2ef71.jpg,835,976,non-person,3,167,403,800
person_059_jpg.rf.9873cd96b60c8baf68743591464f4cf3.jpg,640,480,person,304,126,395,410
person_059_jpg.rf.9873cd96b60c8baf68743591464f4cf3.jpg,640,480,non-person,454,90,578,373
person_059_jpg.rf.9873cd96b60c8baf68743591464f4cf3.jpg,640,480,non-person,84,148,212,389
person_and_bike_008_jpg.rf.9a086b6aeceba616aeaa328c2f8f3f5e.jpg,640,480,person,227,161,287,371
person_and_bike_008_jpg.rf.9a086b6aeceba616aeaa328c2f8f3f5e.jpg,640,480,person,289,155,372,386
crop_000017_jpg.rf.927f2eb55800a76cf4f83b844ac0c345.jpg,783,720,person,512,62,683,717
crop_000017_jpg.rf.927f2eb55800a76cf4f83b844ac0c345.jpg,783,720,non-person,13,279,397,720
crop001242_jpg.rf.9805e0100427969f03903b5b6ae1590e.jpg,546,836,person,218,175,407,790
crop001242_jpg.rf.9805e0100427969f03903b5b6ae1590e.jpg,546,836,non-person,98,67,183,409
crop001690_jpg.rf.97af4fabc247ec32741683a3f3a0452b.jpg,890,665,person,260,215,352,506
crop001690_jpg.rf.97af4fabc247ec32741683a3f3a0452b.jpg,890,665,person,350,175,451,450
crop001690_jpg.rf.97af4fabc247ec32741683a3f3a0452b.jpg,890,665,person,539,206,636,484
crop001690_jpg.rf.97af4fabc247ec32741683a3f3a0452b.jpg,890,665,person,590,21,667,227
crop001590_jpg.rf.90ca04bfd0b49164c69d0ca0ad8d540c.jpg,1280,954,person,707,141,949,905
crop001590_jpg.rf.90ca04bfd0b49164c69d0ca0ad8d540c.jpg,1280,954,non-person,43,277,463,770
person_219_jpg.rf.9b11500b5324e2b6cbbf6ac7c4968f2a.jpg,640,480,person,359,128,468,434
person_219_jpg.rf.9b11500b5324e2b6cbbf6ac7c4968f2a.jpg,640,480,person,295,186,372,424
person_219_jpg.rf.9b11500b5324e2b6cbbf6ac7c4968f2a.jpg,640,480,person,105,153,157,310
person_201_jpg.rf.9b8e751f59d607856a4ef1af33cc9d90.jpg,640,480,person,308,217,348,341
crop001653_jpg.rf.9bb60f2b1eef491fce4bd315d5902776.jpg,1052,722,person,330,201,435,496
crop001653_jpg.rf.9bb60f2b1eef491fce4bd315d5902776.jpg,1052,722,non-person,183,20,418,328
crop001090_jpg.rf.9b3e19e18f7710fe1aa0a2d76f4c0340.jpg,980,976,person,326,258,500,770
crop001090_jpg.rf.9b3e19e18f7710fe1aa0a2d76f4c0340.jpg,980,976,non-person,361,26,630,247
crop001668_jpg.rf.97ed2ba10a2e2eed2accab1229180877.jpg,804,544,person,440,201,482,326
crop001668_jpg.rf.97ed2ba10a2e2eed2accab1229180877.jpg,804,544,person,178,152,225,272
crop001668_jpg.rf.97ed2ba10a2e2eed2accab1229180877.jpg,804,544,person,396,116,435,202
crop001668_jpg.rf.97ed2ba10a2e2eed2accab1229180877.jpg,804,544,person,282,109,327,196
crop001668_jpg.rf.97ed2ba10a2e2eed2accab1229180877.jpg,804,544,person,575,88,623,202
person_133_jpg.rf.9b4fcaef70250f9f115bc1ca99d43ccb.jpg,640,480,person,334,151,399,369
person_133_jpg.rf.9b4fcaef70250f9f115bc1ca99d43ccb.jpg,640,480,person,92,230,145,375
person_133_jpg.rf.9b4fcaef70250f9f115bc1ca99d43ccb.jpg,640,480,person,236,177,309,370
person_357_jpg.rf.9bbeab6fedd1cddf96c0895065c36c49.jpg,480,640,person,346,183,400,374
person_357_jpg.rf.9bbeab6fedd1cddf96c0895065c36c49.jpg,480,640,person,397,200,467,387
crop001527_jpg.rf.9bc4e6227334a81f37cc75a7ce18cb99.jpg,895,839,person,238,279,333,610
crop001527_jpg.rf.9bc4e6227334a81f37cc75a7ce18cb99.jpg,895,839,person,735,293,815,544
crop001527_jpg.rf.9bc4e6227334a81f37cc75a7ce18cb99.jpg,895,839,person,476,314,572,612
crop001527_jpg.rf.9bc4e6227334a81f37cc75a7ce18cb99.jpg,895,839,person,351,283,417,481
crop001527_jpg.rf.9bc4e6227334a81f37cc75a7ce18cb99.jpg,895,839,non-person,595,351,733,691
crop001527_jpg.rf.9bc4e6227334a81f37cc75a7ce18cb99.jpg,895,839,non-person,1,298,152,664
crop001527_jpg.rf.9bc4e6227334a81f37cc75a7ce18cb99.jpg,895,839,non-person,120,58,231,234
crop001527_jpg.rf.9bc4e6227334a81f37cc75a7ce18cb99.jpg,895,839,non-person,307,4,596,183
crop001815_jpg.rf.978661b1ea74386feb38a0cc000eea04.jpg,344,350,person,192,126,232,239
crop001815_jpg.rf.978661b1ea74386feb38a0cc000eea04.jpg,344,350,person,152,146,190,248
crop001580_jpg.rf.9aa1e2a452ce9edcc7cb826996b9b361.jpg,637,960,person,264,240,389,778
crop001580_jpg.rf.9aa1e2a452ce9edcc7cb826996b9b361.jpg,637,960,non-person,18,37,158,281
crop001507_jpg.rf.9c2e630dcca50902c05e1f27235fa5fb.jpg,685,960,person,436,302,555,777
crop001507_jpg.rf.9c2e630dcca50902c05e1f27235fa5fb.jpg,685,960,person,233,297,359,751
crop001507_jpg.rf.9c2e630dcca50902c05e1f27235fa5fb.jpg,685,960,person,362,234,485,698
crop001507_jpg.rf.9c2e630dcca50902c05e1f27235fa5fb.jpg,685,960,non-person,37,20,272,274
crop001507_jpg.rf.9c2e630dcca50902c05e1f27235fa5fb.jpg,685,960,non-person,436,78,679,229
crop001507_jpg.rf.9c2e630dcca50902c05e1f27235fa5fb.jpg,685,960,non-person,48,710,219,960
person_and_bike_092_jpg.rf.9ce992ea40521ffff04282d9c42211ba.jpg,640,480,person,228,34,406,361
person_and_bike_092_jpg.rf.9ce992ea40521ffff04282d9c42211ba.jpg,640,480,non-person,490,11,640,130
crop001674_jpg.rf.9e2b0d4bf005c9f094a6d3de9aff0b97.jpg,651,915,person,242,203,406,721
person_252_jpg.rf.9a6a1f74b6364e2ca99e7c964dbc1347.jpg,640,480,person,390,136,480,429
person_252_jpg.rf.9a6a1f74b6364e2ca99e7c964dbc1347.jpg,640,480,person,213,170,292,424
person_228_jpg.rf.99610303270d3c17451eb87f044756ad.jpg,640,480,person,228,102,308,402
person_228_jpg.rf.99610303270d3c17451eb87f044756ad.jpg,640,480,person,289,103,396,435
person_228_jpg.rf.99610303270d3c17451eb87f044756ad.jpg,640,480,person,132,97,177,205
person_and_bike_038_jpg.rf.9d8e5e50aaa939f8b609b12aa23491c6.jpg,640,480,person,306,130,375,329
person_and_bike_038_jpg.rf.9d8e5e50aaa939f8b609b12aa23491c6.jpg,640,480,person,69,124,141,275
person_and_bike_038_jpg.rf.9d8e5e50aaa939f8b609b12aa23491c6.jpg,640,480,person,448,117,619,459
person_and_bike_038_jpg.rf.9d8e5e50aaa939f8b609b12aa23491c6.jpg,640,480,person,272,125,326,288
